city,country,lat,lng
Garden City,United States,42.3244,-83.3412
Kulasekharapuram,India,8.15,77.5
Atitalaquia,Mexico,20.0583,-99.2208
Kaluđerica,Serbia,44.75,20.55
Lobatse,Botswana,-25.2167,25.6667
Wahga,Pakistan,31.6047,74.5731
Acapetahua,Mexico,15.2333,-92.7667
San Antonio de Areco,Argentina,-34.25,-59.4667
Pemberton,United States,39.9562,-74.6
Paducah,United States,37.0711,-88.644
Al Qiţena,Sudan,14.8648,32.3668
Kushva,Russia,58.2833,59.7333
Albignasego,Italy,45.35,11.8667
Pāppākurichchi,India,10.8137,78.7481
Oak Forest,United States,41.6054,-87.7527
Upper Dublin,United States,40.1502,-75.1813
Zhongnan,China,19.1476,110.4695
Pāmidi,India,14.95,77.5833
Douglas,Ireland,51.8744,-8.435
Idigny,Benin,7.4833,2.7
Miracema,Brazil,-21.4119,-42.1969
Kadambanād,India,9.1167,76.6833
Lukula,Congo (Kinshasa),-5.4,12.9333
Zasechnoye,Russia,53.1142,45.0601
Kararān,India,30.772,76.7959
San Luis Jilotepeque,Guatemala,14.65,-89.7333
Shumerlya,Russia,55.5333,46.3833
Plum,United States,40.5024,-79.7495
Kızılcahamam,Turkey,40.4697,32.6506
Simav,Turkey,39.0833,28.9833
Palm Springs,United States,26.6348,-80.0969
Susquehanna,United States,40.3111,-76.8699
Arerāj,India,26.5527,84.6726
Madattukkulam,India,10.5587,77.366
Kālikāvu,India,11.172,76.3211
Benicia,United States,38.0725,-122.1526
Haverhill,United Kingdom,52.08,0.44
Miki,Japan,34.2667,134.1333
Feidh el Botma,Algeria,34.5278,3.7819
Gursarāi,India,25.62,79.18
Pūnch,India,33.7703,74.0925
Scicli,Italy,36.7914,14.7025
Taungup,Burma,18.85,94.2333
Bergerac,France,44.85,0.48
Woodburn,United States,45.1472,-122.8603
Nsanje,Malawi,-16.9167,35.2667
Xima,China,37.9764,114.6258
Grootfontein,Namibia,-19.5658,18.1036
Bridgeton,United States,39.4286,-75.2281
Canindé de São Francisco,Brazil,-9.6419,-37.7878
Majagua,Cuba,21.9244,-78.9906
Stalybridge,United Kingdom,53.4834,-2.04
Vādippatti,India,10.0843,77.9634
Kalispell,United States,48.2153,-114.3274
Tunapuna,Trinidad and Tobago,10.6333,-61.3833
Bankāpur,India,14.923,75.2622
Shencottah,India,8.9733,77.2464
Calpe,Spain,38.6444,0.0461
Alitagtag,Philippines,13.865,121.0063
Santa Margarita,Philippines,12.0378,124.6578
Bozyazı,Turkey,36.1,32.9667
Labrador,Philippines,16.0339,120.1392
Wesselsbron,South Africa,-27.85,26.3667
Ban Phonla Krang,Thailand,15.0199,102.0123
Khānābād,Afghanistan,36.6831,69.1636
Bamessi,Cameroon,6.0333,10.5792
Magilampupuram,India,8.8408,78.1497
Uchquduq Shahri,Uzbekistan,42.1567,63.5556
Fortul,Colombia,6.7922,-71.7756
Tūvūr,India,11.1,76.2833
Bolton,Canada,43.8833,-79.7333
Villeparisis,France,48.9503,2.6025
Srīnivāspur,India,13.3378,78.2122
Garbagnate Milanese,Italy,45.5771,9.0814
Trikkunnapuzha,India,9.25,76.4
Paracuaro,Mexico,19.1467,-102.2194
Mirassol d’Oeste,Brazil,-15.675,-58.0958
Margate,South Africa,-30.85,30.3667
Cenon,France,44.8578,-0.5317
South Portland,United States,43.631,-70.2895
Camas,United States,45.6005,-122.4304
Solânea,Brazil,-6.7778,-35.6969
Tamayo,Dominican Republic,18.4,-71.2
Sannois,France,48.9722,2.2578
Vernon Hills,United States,42.234,-87.9608
Santa María de Jesús,Guatemala,14.4933,-90.7094
Selm,Germany,51.6833,7.4833
Qarah Ẕīā’ od Dīn,Iran,38.89,45.0283
‘Abasān al Kabīrah,Gaza Strip,31.3191,34.3401
Thātha,India,25.4988,86.5908
Agía Varvára,Greece,38.0,23.65
Tlaxcoapan,Mexico,20.0953,-99.22
Mahina,Mali,13.2964,-10.6489
Gadhada,India,21.97,71.57
Bidur,Nepal,27.8961,85.1456
Meppāyyūr,India,11.5167,75.7
Magarao,Philippines,13.6619,123.1903
Goianinha,Brazil,-6.2669,-35.21
Malitbog,Philippines,8.5361,124.8808
Ewa Gentry,United States,21.3344,-158.0262
Douar Oulad Aj-jabri,Morocco,32.2567,-6.7839
Cabot,United States,34.9766,-92.0274
Lutz,United States,28.1396,-82.4467
Batavia,United States,41.8479,-88.3109
Ḩukūmatī Baghrān,Afghanistan,33.0669,65.0917
Shoreview,United States,45.0842,-93.1358
Keystone,United States,28.1312,-82.5999
Soron,India,27.88,78.75
Santa María Ixhuatán,Guatemala,14.1833,-90.2667
Alattūr,India,10.6481,76.5383
Palm River-Clair Mel,United States,27.9239,-82.3791
Troy,United States,40.0437,-84.2186
Cangas,Spain,42.2642,-8.7819
Burntwood,United Kingdom,52.6831,-1.92
Miacatlán,Mexico,18.7722,-99.3547
Saguiaran,Philippines,8.03,124.27
Bhuban,India,20.882,85.8333
Morales,Colombia,2.7603,-76.6339
Los Córdobas,Colombia,8.9,-76.3667
Circasia,Colombia,4.6167,-75.6333
Kiruna,Sweden,67.85,20.2166
Ronse,Belgium,50.75,3.6
Wanlaweyn,Somalia,2.6185,44.8938
Gwanda,Zimbabwe,-20.9389,29.0186
Horsham,United States,40.1993,-75.1665
Sapian,Philippines,11.4939,122.6047
Qahā,Egypt,30.2833,31.2
Māmidālapādu,India,15.831,78.05
Kotovsk,Russia,52.5833,41.5167
Lamego,Portugal,41.0975,-7.81
Pirenópolis,Brazil,-15.8526,-48.9589
Miyanaga,Japan,33.7236,130.6675
Piracaia,Brazil,-23.0539,-46.3581
Shelek,Kazakhstan,43.5972,78.2511
Shangxiao,China,35.4969,107.4914
Wellington,India,11.3655,76.7844
Pitangui,Brazil,-19.6828,-44.89
Quarrata,Italy,43.8475,10.9833
Turrialba,Costa Rica,9.8897,-83.6807
Nediyanad,India,11.1297,76.0021
Ipu,Brazil,-4.3257,-40.7103
San Juan,Philippines,17.7431,120.4583
Ambodiangezoka,Madagascar,-14.5969,49.5103
Itamaracá,Brazil,-7.7514,-34.8276
Al Quţayfah,Syria,33.7385,36.6007
Espiye,Turkey,40.95,38.7333
Sacramento,Brazil,-19.865,-47.44
Birine,Algeria,35.6333,3.2167
Wheeling,United States,40.0752,-80.6951
Granite City,United States,38.7296,-90.1268
Nannamukku,India,10.7167,76.0333
Piešťany,Slovakia,48.5842,17.8336
Talāja,India,21.35,72.05
Bien Unido,Philippines,10.13,124.38
Samayac,Guatemala,14.5833,-91.4667
Mühlacker,Germany,48.95,8.8394
Achern,Germany,48.6333,8.0667
Highbury,United Kingdom,51.552,-0.097
Kuppādi,India,11.6792,76.2625
Gediz,Turkey,38.9939,29.3914
Champs-Sur-Marne,France,48.8529,2.6027
Mizque,Bolivia,-17.9333,-65.3167
Brétigny-sur-Orge,France,48.6114,2.3059
Dalsingh Sarai,India,25.668,85.8364
Bugho,Philippines,10.8,124.93
Suphan Buri,Thailand,14.4675,100.1169
Kirovsk,Ukraine,48.6375,38.6428
Holubivske,Ukraine,48.6333,38.65
Las Flores,Argentina,-36.0139,-59.1
Frías,Argentina,-28.6333,-65.1333
San Pablo,Philippines,7.6578,123.4597
Chettipālaiyam,India,11.1667,77.335
Rama,Israel,32.8511,35.3386
Manjacaze,Mozambique,-24.7117,33.8828
San Felipe,Guatemala,14.6206,-91.5961
Silao,India,25.0836,85.428
Sibi,Mali,12.3756,-8.335
Rājgarh,India,27.236,76.622
Buldan,Turkey,38.045,28.8306
Manihāri,India,25.35,87.63
Cuajinicuilapa,Mexico,16.4717,-98.4153
Kupiansk,Ukraine,49.7167,37.5833
Vilyeyka,Belarus,54.4972,26.9111
Hennigsdorf,Germany,52.6378,13.2036
Horn Lake,United States,34.9512,-90.0501
Lauri,India,25.1396,80.0011
Propriá,Brazil,-10.2111,-36.8403
Toribío,Colombia,2.9581,-76.2714
Groß-Gerau,Germany,49.9192,8.485
Ula,Turkey,37.1036,28.4147
Dar Chioukh,Algeria,34.9,3.4833
Baytūnyā,West Bank,31.8966,35.1705
Jaguarão,Brazil,-32.5658,-53.3758
Chuanliaocun,China,28.2582,120.2118
Étampes,France,48.4343,2.1615
Newton Mearns,United Kingdom,55.7716,-4.3347
Pantar,Philippines,8.0667,124.2667
Wieliczka,Poland,49.9894,20.0661
San Benito Abad,Colombia,8.9333,-75.0333
Sidi Akkacha,Algeria,36.4667,1.3
Ghatāro Chaturbhuj,India,25.8146,85.1862
Voinjama,Liberia,8.4167,-9.75
Heiligenhaus,Germany,51.3167,6.9667
Okuta,Nigeria,9.2199,3.2005
São Gabriel,Brazil,-19.0169,-40.5358
Nova Esperança,Brazil,-23.1839,-52.205
Ratau,Lesotho,-29.3828,27.7892
Macrohon,Philippines,10.0797,124.9431
Lauaan,Philippines,11.1429,122.0417
Porto da Folha,Brazil,-9.9169,-37.2778
Casiguran,Philippines,16.28,122.12
Gioia del Colle,Italy,40.8,16.9333
West Islip,United States,40.7041,-73.2954
Iesolo,Italy,45.5331,12.6448
Tarui,Japan,35.3664,136.5381
Plainview,Philippines,14.5777,121.0337
Shāhganj,India,26.056,82.682
Nallıhan,Turkey,40.1836,31.3506
San Alberto,Colombia,7.7525,-73.3892
Lanquín,Guatemala,15.5667,-89.9667
Manāsa,India,24.48,75.15
Dasūya,India,31.8168,75.6531
Perumbalam,India,10.8311,76.043
Superior,United States,46.6941,-92.0823
Echemmaia Est,Morocco,32.0786,-8.6325
Nyāmti,India,14.14,75.56
Edwardsville,United States,38.7922,-89.9874
Marysville,United States,40.2279,-83.3595
Zeboudja,Algeria,36.35,1.4333
Mantena,Brazil,-18.7819,-40.98
Sainte-Thérèse,Canada,45.6333,-73.85
Deogarh,India,21.5383,84.7334
Ituporanga,Brazil,-27.4139,-49.6008
Kantābānji,India,20.4671,82.9204
Ban Wang Kalang,Thailand,15.1505,98.4525
Nacimiento,Chile,-37.5,-72.6667
Neckarsulm,Germany,49.1917,9.2246
Aleksandrovac,Serbia,43.4553,21.0514
Jenks,United States,35.9981,-95.9736
Tumwater,United States,46.9891,-122.9175
Dois Córregos,Brazil,-22.3661,-48.3803
La Unión,Chile,-40.2833,-73.0833
Hennaya,Algeria,34.95,-1.3667
Sanger,United States,36.699,-119.5575
Bubong,Philippines,8.02,124.48
Ahmadābād,India,25.3019,87.7938
San Andrés de Giles,Argentina,-34.4333,-59.4333
Giarre,Italy,37.7297,15.1844
Qingshan,China,27.35,105.02
Rosemount,United States,44.7466,-93.0661
East Hempfield,United States,40.0825,-76.3831
Clarence-Rockland,Canada,45.4833,-75.2
Uchinada,Japan,36.6535,136.6454
Grigny,France,48.6562,2.3849
Paramus,United States,40.9455,-74.0712
Charata,Argentina,-27.2167,-61.2
Karumāndi Chellipālaiyam,India,11.3019,77.586
Conceição da Barra,Brazil,-18.5928,-39.7319
Sebeş,Romania,45.96,23.57
Al Karnak,Egypt,25.7184,32.6581
Capão do Leão,Brazil,-31.7628,-52.4839
Xincun,China,21.6657,111.4024
Timbiras,Brazil,-4.255,-43.9408
Cheadle Hulme,United Kingdom,53.3761,-2.1897
Sokoura,Mali,13.5025,-3.7661
Madalum,Philippines,7.853,124.119
Wall,United States,40.1674,-74.0974
Kimovsk,Russia,53.9667,38.5333
Auburn,United States,42.9338,-76.5685
Kayapa,Philippines,16.3583,120.8861
Langdu,China,23.325,102.205
Venice,United States,27.1184,-82.4137
Apam,Ghana,5.279,-0.7397
Owatonna,United States,44.0912,-93.2312
Água Preta,Brazil,-8.7,-35.35
Quilalí,Nicaragua,13.5667,-86.0333
Randolph,United States,40.8434,-74.5819
El Monte,Chile,-33.6833,-71.0167
Gördes,Turkey,38.9328,28.2903
Mabini,Philippines,16.0697,119.94
Wete,Tanzania,-5.0567,39.7281
Pérez,Argentina,-33.0,-60.7667
Lido di Iesolo,Italy,45.502,12.6325
Makubetsu,Japan,42.9167,143.35
Maski,India,15.9581,76.6569
Tāmarakulam,India,9.4833,76.5
Caboolture,Australia,-27.085,152.9513
Pānchla,India,22.54,88.14
Tortona,Italy,44.8942,8.8656
Santa Josefa,Philippines,7.98,126.03
Tecolutla,Mexico,20.4797,-97.01
Peniche,Portugal,39.3633,-9.3792
Mandi,India,31.7069,76.9317
Māvelikara,India,9.267,76.55
Mauganj,India,24.68,81.88
Sélibaby,Mauritania,15.167,-12.1833
Aschersleben,Germany,51.75,11.4667
Newton Aycliffe,United Kingdom,54.62,-1.58
Lauf,Germany,49.5103,11.2772
Beohāri,India,24.0242,81.3783
Madruga,Cuba,22.9114,-81.8561
Nādbai,India,27.23,77.2
Nordenham,Germany,53.5,8.4667
Droitwich,United Kingdom,52.267,-2.153
Ouaoula,Morocco,31.8667,-6.75
Dinokana,South Africa,-25.447,25.863
Zemmouri,Algeria,36.7833,3.6
Ajka,Hungary,47.1006,17.5522
Forest Grove,United States,45.5243,-123.1097
La Prairie,Canada,45.42,-73.5
Gorlice,Poland,49.6547,21.1597
Del Gallego,Philippines,13.9233,122.5961
Blenheim,New Zealand,-41.5167,173.95
Kaltan,Russia,53.5167,87.2833
Jarocin,Poland,51.9667,17.5
Estoril,Portugal,38.7057,-9.3977
Dīnānagar,India,32.15,75.4667
Cajuru,Brazil,-21.2753,-47.3042
Jinju,China,22.7073,111.8223
Vīrakeralam,India,11.0077,76.9126
Ouled Mimoun,Algeria,34.9,-1.0333
Rangia,India,26.47,91.63
Balboa,Colombia,2.0436,-77.2197
East Grinstead,United Kingdom,51.1286,-0.0144
Elakādu,India,8.9009,76.8357
Lunel,France,43.6778,4.1361
Ashton in Makerfield,United Kingdom,53.487,-2.641
San Jose,Philippines,10.0083,125.5889
Zottegem,Belgium,50.8667,3.8
Carolina Forest,United States,33.7651,-78.913
Bombo,Uganda,0.5778,32.545
Gundlupēt,India,11.8,76.68
Dongen,Netherlands,51.6258,4.9433
Elk River,United States,45.3314,-93.567
Nazaré,Brazil,-13.035,-39.0139
Lagindingan,Philippines,8.58,124.45
Vicência,Brazil,-7.6569,-35.3269
Reoti,India,25.85,84.3833
Jaltenco,Mexico,19.7511,-99.0931
Panchānandapur,India,24.9339,87.9761
Pandag,Philippines,6.7411,124.7827
Yuanyangzhen,China,34.7847,104.7762
Poldokhtar,Iran,33.1489,47.7164
Wyszków,Poland,52.5928,21.4584
Elmira,United States,42.0938,-76.8097
Élancourt,France,48.7847,1.9589
Tougan,Burkina Faso,13.0667,-3.0667
Sapouy,Burkina Faso,11.5544,-1.7736
Ilha Solteira,Brazil,-20.4272,-51.3436
Vogošća,Bosnia and Herzegovina,43.9,18.35
Bāgh-e Malek,Iran,31.5247,49.8869
Pensilvania,Colombia,5.5,-75.0833
Bingen am Rhein,Germany,49.9667,7.9
Lichtenburg,South Africa,-26.15,26.1667
Duptiair,Bangladesh,23.9925,89.7973
Elói Mendes,Brazil,-21.61,-45.565
Bussy-Saint-Georges,France,48.8422,2.6983
Balakliia,Ukraine,49.4658,36.8678
Cheranallūr,India,10.1807,76.4792
Parit Buntar,Malaysia,5.1267,100.4932
Dolo Odo,Ethiopia,4.1667,42.0667
Tehuipango,Mexico,18.5167,-97.05
Navabad,Tajikistan,38.5667,68.5167
Caririaçu,Brazil,-7.0419,-39.2839
Clydebank,United Kingdom,55.8997,-4.4006
San Pablo,Philippines,17.4478,121.795
Ulaangom,Mongolia,49.9833,92.0667
Petrovsk,Russia,52.3167,45.3833
Ubaidullāhganj,India,22.9983,77.5862
Werota,Ethiopia,11.9167,37.7
Siquinalá,Guatemala,14.3,-90.9667
La Garde,France,43.1256,6.0108
Woodstock,United States,42.3096,-88.4353
Amaliáda,Greece,37.8,21.35
Ibotirama,Brazil,-12.185,-43.2208
Leland,United States,34.2042,-78.0279
Cotoca,Bolivia,-17.7536,-62.9967
Portishead,United Kingdom,51.484,-2.7626
Visby,Sweden,57.629,18.3071
Koelwār,India,25.5805,84.7975
Eureka,United States,40.7943,-124.1564
Khā̃dbāri̇̄,Nepal,27.3667,87.2167
La Ceiba,Venezuela,9.4764,-71.0556
Batalha,Brazil,-4.0239,-42.0778
Nuevo Arraiján,Panama,8.92,-79.72
South Pasadena,United States,34.1103,-118.1573
Walpole,United States,42.1464,-71.2555
Weiterstadt,Germany,49.9,8.6
Aru,Congo (Kinshasa),2.8617,30.8333
Baden,Austria,48.0075,16.2344
Az Zabadānī,Syria,33.7249,36.1005
Făgăraş,Romania,45.8447,24.9742
Narasannapeta,India,18.4167,84.05
Rasiāri,India,26.0464,86.3471
Obiaruku,Nigeria,5.85,6.15
South Salt Lake,United States,40.7057,-111.8986
Beramanja,Madagascar,-13.343,48.8767
Pereyaslav-Khmel’nyts’kyy,Ukraine,50.065,31.445
Saint-Bruno-de-Montarville,Canada,45.5333,-73.35
Kaboïla,Mali,11.2139,-5.6339
Yapacani,Bolivia,-17.4017,-63.9098
Kaisarianí,Greece,37.9683,23.7583
Aş Şanamayn,Syria,33.0719,36.1832
Yany Kapu,Ukraine,45.9675,33.8003
Ōra,Japan,36.2524,139.4623
Líšeň,Czechia,49.2075,16.6861
Bouansa,Congo (Brazzaville),-4.2178,13.7628
Wilmslow,United Kingdom,53.325,-2.239
Teustepe,Nicaragua,12.4167,-85.8
Laranjal Paulista,Brazil,-23.0118,-47.8657
Semīrom,Iran,31.4094,51.5736
Alboraya,Spain,39.5,-0.3522
Zirndorf,Germany,49.45,10.95
Holbrook,United States,40.7944,-73.07
Zhaicun,China,22.6174,112.6275
Bayanhongor,Mongolia,46.1944,100.7181
Plainview,United States,40.7832,-73.4732
Carbonia,Italy,39.1668,8.522
Khenichet-sur Ouerrha,Morocco,34.4333,-5.6667
Nyaungdon,Burma,17.0461,95.6374
Midland,Canada,44.75,-79.8833
Hercules,United States,38.0064,-122.2564
Rionegro,Colombia,7.2642,-73.1494
Infanta,Philippines,15.8208,119.9083
Mirganj,India,26.3638,84.364
Mel Bhuvanagiri,India,11.438,79.6328
Paz de Ariporo,Colombia,5.8833,-71.9
Wenquan,China,19.2439,110.405
Kūdlu,India,12.526,74.9687
San Giovanni Rotondo,Italy,41.7,15.7333
Lamut,Philippines,16.6517,121.2178
Poro,Philippines,10.629,124.407
Colonia del Sacramento,Uruguay,-34.4714,-57.8442
Buesaco,Colombia,1.3833,-77.1667
Lainate,Italy,45.5667,9.0333
Lockport,United States,41.5906,-88.0293
Fleetwood,United Kingdom,53.922,-3.012
Ganjing,China,35.3338,110.0955
Tekkalakote,India,15.5348,76.8785
Chivasso,Italy,45.191,7.8872
Willebroek,Belgium,51.0667,4.3667
Kalfou,Cameroon,10.2833,14.9333
Rancho Grande,Nicaragua,13.2536,-85.5528
Burlington,United States,42.5022,-71.2027
Wasco,United States,35.5938,-119.3671
Muñiz,Argentina,-34.5333,-58.7
Zhihe,China,36.7624,110.623
Gedera,Israel,31.8139,34.7783
Tālīkota,India,16.48,76.32
Londonderry,United States,42.8796,-71.3873
Novelda,Spain,38.385,-0.768
Sogrāha,India,25.4798,85.9992
Pojuca,Brazil,-12.426,-38.3267
Cañas,Costa Rica,10.4457,-85.0992
Eṭ Ṭīra,Israel,32.2328,34.9503
Iradan,Kyrgyzstan,40.2667,72.1
Vadakkanandal,India,11.7739,78.8666
Buddayyakota,India,13.8196,78.1729
Kottakota,India,13.6592,78.2467
Guruzāla,India,16.58,79.57
Aurillac,France,44.9261,2.4406
Gradignan,France,44.7725,-0.6156
Wilsonville,United States,45.3109,-122.7702
Elkridge,United States,39.1941,-76.7428
Fairland,United States,39.0803,-76.9527
Trussville,United States,33.6405,-86.5815
Phetchaburi,Thailand,13.1119,99.9458
Windsor,United States,38.5422,-122.8089
Mota,Ethiopia,11.0833,37.8667
Loutété,Congo (Brazzaville),-4.2972,13.8556
Rosario de la Frontera,Argentina,-25.8,-64.9667
Flémalle-Haute,Belgium,50.6011,5.4628
Zagora,Morocco,30.3306,-5.8381
Kętrzyn,Poland,54.0833,21.3833
Puerto Varas,Chile,-41.3167,-72.9833
Budhlāda,India,29.93,75.57
Shuanghe,China,33.032,109.6099
Montemor-o-Velho,Portugal,40.1725,-8.6847
Sant’Anastasia,Italy,40.8667,14.4
Tavira,Portugal,37.1309,-7.6506
Austin,United States,43.6721,-92.9784
Sanchez-Mira,Philippines,18.5611,121.2344
Jirwa,India,26.0064,86.8604
Mankāchar,India,25.53,89.87
Manito,Philippines,13.1235,123.8693
Lübbecke,Germany,52.3081,8.6231
Iskandar,Uzbekistan,41.5581,69.7047
Curuçá,Brazil,-0.7339,-47.855
East Chicago,United States,41.6469,-87.4545
Mortsel,Belgium,51.1667,4.4667
Beuningen,Netherlands,51.8667,5.7667
Lindau,Germany,47.5458,9.6833
Ives Estates,United States,25.9632,-80.183
San Ignacio,Belize,17.1588,-89.0696
Mesagne,Italy,40.5667,17.8
İpsala,Turkey,40.9167,26.3833
Frankfort,South Africa,-27.2833,28.5167
Dum Duma,India,27.5688,95.5566
Suār,India,29.027,79.057
Gūdūru,India,15.775,77.807
Ciempozuelos,Spain,40.1592,-3.6183
Rīngas,India,27.37,75.57
Kaous,Algeria,36.7702,5.8136
Oum Hadjer,Chad,13.2944,19.6914
Cifuentes,Cuba,22.6208,-80.0661
Ouled Rahmoun,Algeria,36.1803,6.705
Rēzekne,Latvia,56.5067,27.3308
Dongfeng,China,22.2479,112.3794
Bijbiāra,India,33.7938,75.107
Harsewinkel,Germany,51.9667,8.2331
Pacasmayo,Peru,-7.4003,-79.57
Wum,Cameroon,6.3833,10.0667
Oliva,Spain,38.9194,-0.1211
Santiago Papasquiaro,Mexico,25.0439,-105.4192
Amnat Charoen,Thailand,15.85,104.6333
Bāruni,India,25.4751,85.9681
Vadakku Viravanallur,India,8.6979,77.5192
Montichiari,Italy,45.4161,10.3917
Gourma Rharous,Mali,16.88,-1.9239
Tuxpan,Mexico,21.8667,-105.45
Huaquechula,Mexico,18.7667,-98.55
Itapuranga,Brazil,-15.5619,-49.9489
Terlizzi,Italy,41.1333,16.55
Kuyucak,Turkey,37.9153,28.4592
Tōno,Japan,39.3279,141.5334
Desamparados,Costa Rica,10.0315,-84.1877
Armentières,France,50.6881,2.8811
Anosipatrana,Madagascar,-18.9258,47.4999
Campos Gerais,Brazil,-21.235,-45.7589
Misserghin,Algeria,35.6167,-0.7333
Camanducaia,Brazil,-22.755,-46.145
Mzimba,Malawi,-11.9,33.6
Tianyingcun,China,29.9197,119.4139
Tianyingji,China,29.9167,119.4167
Sierra Bullones,Philippines,9.82,124.28
Elangunnapuzha,India,10.0167,76.2167
Phulera,India,26.874,75.2417
Requínoa,Chile,-34.2786,-70.8117
Erice,Italy,38.0375,12.5875
Terdāl,India,16.5,75.05
Oxford,United States,34.3627,-89.5336
Tholen,Netherlands,51.5322,4.2206
Konobougou,Mali,12.9169,-6.7578
Conway,United States,33.8401,-79.0431
Dengjiazhuang,China,37.7051,115.7883
Halemba,Poland,50.2378,18.8633
Unterhaching,Germany,48.0658,11.61
Tralee,Ireland,52.2675,-9.6962
Kathu,Thailand,7.909,98.3332
Chellalat el Adhaouara,Algeria,35.9403,3.4139
Dancagan,Philippines,7.6119,125.0028
Ridgewood,United States,40.9821,-74.1127
Mahates,Colombia,10.2333,-75.1833
Saumur,France,47.26,-0.0769
Thetford Mines,Canada,46.1,-71.3
Odemira,Portugal,37.5833,-8.6333
Tianwei,Taiwan,23.9023,120.5214
Alagoa Grande,Brazil,-7.0822,-35.6
La Máquina,Guatemala,14.3,-91.5667
Bad Honnef am Rhein,Germany,50.645,7.2269
El Hadjar,Algeria,36.8,7.7333
Nansang,Burma,20.8889,97.7361
Casillas,Guatemala,14.4167,-90.25
Mahitsy,Madagascar,-18.7464,47.3439
Emmeloord,Netherlands,52.7097,5.7508
Dardoq,Uzbekistan,40.8156,72.8311
Gamboma,Congo (Brazzaville),-1.8711,15.8781
Upper Moreland,United States,40.1572,-75.1021
Kulmbach,Germany,50.1,11.4333
Vertou,France,47.1689,-1.4697
Chuimatan,China,35.7166,102.8771
Buenavista,Philippines,13.25,121.95
Burgos,Philippines,17.07,121.7
Medina,United States,41.1358,-81.8695
North Tustin,United States,33.7636,-117.7947
Tarauacá,Brazil,-8.1608,-70.7658
San Juan Atitán,Guatemala,15.4333,-91.6333
Renigunta,India,13.65,79.52
Bangzha,China,24.8333,104.6667
Barra da Estiva,Brazil,-13.6258,-41.3269
Hovd,Mongolia,48.0042,91.6406
Bajina Bašta,Serbia,43.9731,19.5597
Haymana,Turkey,39.4311,32.4956
Cave Spring,United States,37.2254,-80.0072
Kiskunhalas,Hungary,46.4319,19.4883
Idhnā,West Bank,31.5587,34.9744
Sāndi,India,27.3,79.95
Bresso,Italy,45.5333,9.1833
Chanhassen,United States,44.8546,-93.5621
Brasiléia,Brazil,-11.01,-68.7478
Ambatomborona,Madagascar,-19.3011,47.1573
Malaimbandy,Madagascar,-20.3463,45.5964
Mahambo,Madagascar,-17.4914,49.4498
Ambatofotsy,Madagascar,-21.762,47.4894
Tsarazaza,Madagascar,-20.1333,47.2333
Poytug‘,Uzbekistan,40.9,72.25
Majiadiancun,China,39.9672,123.8753
Franklin,United States,39.4948,-86.0544
Sinait,Philippines,17.8667,120.4583
Winona,United States,44.0505,-91.6684
Halfmoon,United States,42.864,-73.7275
Lakshmīcharīpāra,Bangladesh,22.7937,91.916
Gahmar,India,25.497,83.822
Gaoya,China,36.5049,104.992
Dehgolān,Iran,35.2778,47.4175
Rich,Morocco,32.2583,-4.5056
Mangaldai,India,26.43,92.03
Bom Jesus dos Perdões,Brazil,-23.135,-46.4653
Montreux,Switzerland,46.435,6.9125
Dharmapuram,India,8.1203,77.389
Istmina,Colombia,5.1667,-76.6833
Tiruppattūr,India,10.13,78.62
Naduvannur,India,11.4833,75.7667
San Juan,Costa Rica,9.9609,-84.0731
Curtea de Argeş,Romania,45.1392,24.6792
Rāmpur,India,26.2126,87.2491
Maracanã,Brazil,-0.765,-47.45
Kamo,Japan,37.6663,139.0402
Labytnangi,Russia,66.6572,66.4183
Santa Lucia,Philippines,17.1222,120.4494
Binidayan,Philippines,7.8,124.17
Bobon,Philippines,12.52,124.57
Norfolk,United States,42.0324,-97.4217
Florence,United States,33.059,-111.4209
Santa Perpetua de Moguda,Spain,41.5375,2.1819
Gölköy,Turkey,40.6875,37.6178
Kuna,United States,43.488,-116.3933
Giussano,Italy,45.7,9.2167
Ōtake,Japan,34.2378,132.2222
Le Grand-Quevilly,France,49.4072,1.0531
Giyani,South Africa,-23.31,30.7064
Chintalapūdi,India,17.0417,80.5901
Udomlya,Russia,57.8833,35.0
Sürmene,Turkey,40.9142,40.1125
Gressier,Haiti,18.5409,-72.5268
Pando,Uruguay,-34.7167,-55.9583
Lodi,United States,40.8784,-74.0814
Mathibestad,South Africa,-25.276,28.178
Montgomery,United States,40.2411,-75.2318
Fish Hawk,United States,27.8511,-82.2164
Socorro,Philippines,9.618,125.966
Dolores,Argentina,-36.3167,-57.6667
São Joaquim,Brazil,-28.2939,-49.9319
Boscoreale,Italy,40.775,14.475
Santa Ana,Colombia,9.319,-74.57
Bournville,United Kingdom,52.4299,-1.9355
Friedrichsdorf,Germany,50.2556,8.6397
Masrakh,India,26.1054,84.8026
San Sebastián Coatán,Guatemala,15.7333,-91.5667
Putignano,Italy,40.8492,17.1225
Sidi Abdel Aziz,Morocco,33.0494,-8.6886
Eaubonne,France,48.9922,2.2806
Gembloux,Belgium,50.561,4.697
Mannachchanellūr,India,10.9078,78.7022
Maevatanana,Madagascar,-16.947,46.8292
Kostomuksha,Russia,64.5833,30.6
Krishnāpuram,India,9.15,76.5
Dano,Burkina Faso,11.1436,-3.0628
Jaynagar-Majilpur,India,22.1752,88.4201
Cesenatico,Italy,44.2012,12.4007
Azacualpa,Honduras,14.7167,-88.1
El Grullo,Mexico,19.8,-104.2
